"year","MHW","baseline_region","latitude","longitude","site","affiliated_mpa","mpa_class","mpa_designation","zone","transect","pisaster_brevispinus","pterygophora_californica","eisenia_arborea","macrocystis_pyrifera","pisaster_giganteus","stephanocystis_osmundacea","strongylocentrotus_purpuratus","mesocentrotus_franciscanus","patiria_miniata","tethya_californiana","kelletia_kelletii","orthasterias_koehleri","pisaster_ochraceus","pycnopodia_helianthoides","loxorhynchus_grandis","neobernaya_spadicea","cancridae","lytechinus_pictus","dermasterias_imbricata","crassadoma_gigantea","henricia_leviuscula","nereocystis_luetkeana","pomaulax_gibberosus","aplysia_californica","cryptochiton_stelleri","mediaster_aequalis","loxorhynchus_crispatus_scyra_acutifrons","stylaster_californicus","haliotis_rufescens","metridium","megathura_crenulata","alaria_marginata","anthopleura_sola","pugettia_producta","megastraea_undosa","anthopleura_xanthogrammica","pugettia_richii","costaria_costata","cucumaria_miniata","cribrinopsis_albopunctata","ceratostoma_foliatum","pugettia_foliata","styela_montereyensis","apostichopus_parvimensis","apostichopus_californicus","laminaria_setchellii","balanus_nubilus","laminaria_farlowii","pleurophycus_gardneri","pachycerianthus_fimbriatus","haliotis_walallensis","haliotis_kamtschatkana","linckia_columbiae","solaster_dawsoni","craniella_arb","aplysia_vaccaria","cryptolithodes_sitchensis","leptasterias_hexactis","urticina"
2011,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","INNER","1",0,0,62,0,4,0,1,0,0,1,0,0,1,3,0,0,0,0,7,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","INNER","2",0,14,87,0,6,0,4,2,12,4,0,2,3,1,0,0,0,0,5,0,2,10,0,0,3,0,0,1,1,0,0,0,0,0,0,11,0,0,0,22,0,0,2,0,0,76,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","MID","1",0,11,79,198,4,1,5,1,64,12,0,2,0,1,0,0,1,0,4,0,6,0,0,0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,4,149,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","MID","2",0,1,10,310,5,0,4,4,102,37,0,0,0,3,0,0,0,0,3,0,12,0,0,0,1,1,1,17,0,0,2,0,0,0,0,0,0,0,3,39,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","OUTER","1",0,31,9,21,0,0,14,8,130,2,0,2,0,0,0,0,0,0,1,0,2,2,2,0,4,10,0,2,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8
2011,"before","CENTRAL",36.52381268,-121.945094,"BLUEFISH_DC","Point Lobos SMR","SMR","SMR","OUTER","2",0,15,4,16,5,2,5,1,193,3,0,1,0,1,0,0,0,0,0,0,5,2,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,9
2011,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","INNER","1",0,10,0,281,5,19,5,4,78,15,0,0,0,2,0,0,0,0,2,0,7,0,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,11,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","INNER","2",0,2,0,156,8,7,2,0,70,10,0,1,1,0,0,0,0,0,1,0,7,0,6,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,44,0,0,18,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","MID","1",0,25,1,124,10,3,0,0,161,9,0,3,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2011,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","MID","2",0,46,1,384,2,5,0,0,248,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","OUTER","1",0,8,2,121,0,1,0,0,129,9,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,"before","CENTRAL",36.525267,-121.930507,"MONASTERY_UC","Point Lobos SMR","SMR","SMR","OUTER","2",0,70,1,94,0,2,0,0,101,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","INNER","1",0,51,5,76,1,1,0,0,43,1,0,0,0,0,0,0,0,0,0,0,3,2,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,5,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","INNER","2",0,7,5,304,1,4,3,1,48,0,0,1,0,2,0,0,0,0,0,0,1,1,8,0,4,2,0,0,3,0,2,0,0,1,0,0,0,0,0,34,0,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","MID","1",0,7,1,272,0,0,0,4,145,9,0,0,0,1,0,0,0,0,1,0,11,0,2,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,9,43,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","MID","2",0,20,0,87,3,0,4,1,93,20,0,2,0,0,0,0,0,0,0,1,5,1,1,0,1,5,0,1,1,0,1,0,0,0,0,0,0,0,24,25,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2
2011,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","OUTER","1",0,25,0,56,0,0,0,0,221,18,0,2,1,1,0,0,0,0,1,0,3,0,5,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,6,19,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
2011,"before","CENTRAL",36.525415,-121.933322,"MONASTERY_DC","Point Lobos SMR","SMR","SMR","OUTER","2",0,4,0,0,0,2,0,0,186,9,2,0,0,3,0,0,0,0,2,2,0,0,9,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,32,8,1,0,0,1,0,3,2,0,0,0,1,0,0,0,1,0,0,0,1
2011,"before","CENTRAL",36.537439,-121.93567,"BUTTERFLY_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",0,94,0,262,3,8,0,0,107,2,0,0,1,1,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,9,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.537439,-121.93567,"BUTTERFLY_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","2",0,10,0,20,3,1,0,0,34,1,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,15,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.537439,-121.93567,"BUTTERFLY_DC","Carmel Bay SMCA","SMCA","SMCA","MID","1",0,0,0,69,4,10,31,0,56,5,1,1,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,18,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.537439,-121.93567,"BUTTERFLY_DC","Carmel Bay SMCA","SMCA","SMCA","MID","2",0,3,0,73,2,11,5,0,66,5,0,2,0,0,0,0,0,0,3,1,11,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,"before","CENTRAL",36.537439,-121.93567,"BUTTERFLY_DC","Carmel Bay SMCA","SMCA","SMCA","OUTER","1",0,1,0,35,3,3,17,0,191,14,0,2,0,0,0,1,0,0,1,0,3,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,69,19,5,1,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.537439,-121.93567,"BUTTERFLY_DC","Carmel Bay SMCA","SMCA","SMCA","OUTER","2",0,0,0,111,3,0,9,3,126,4,0,1,1,0,0,0,0,0,1,1,2,0,3,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,11,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2011,"before","CENTRAL",36.539655,-121.936297,"BUTTERFLY_UC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",0,2,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.539655,-121.936297,"BUTTERFLY_UC","Carmel Bay SMCA","SMCA","SMCA","INNER","2",0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.539655,-121.936297,"BUTTERFLY_UC","Carmel Bay SMCA","SMCA","SMCA","MID","1",0,3,0,13,2,2,3,0,36,5,0,0,0,2,0,0,0,0,4,0,4,1,0,0,1,0,0,16,5,0,1,0,0,0,0,0,1,0,1,25,0,0,9,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.539655,-121.936297,"BUTTERFLY_UC","Carmel Bay SMCA","SMCA","SMCA","MID","2",0,2,0,9,5,0,6,0,53,14,0,1,0,3,0,0,0,0,3,0,3,1,0,0,0,2,0,33,4,0,2,0,0,0,0,0,0,0,8,9,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.539655,-121.936297,"BUTTERFLY_UC","Carmel Bay SMCA","SMCA","SMCA","OUTER","1",0,3,0,34,4,6,0,0,39,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
2011,"before","CENTRAL",36.539655,-121.936297,"BUTTERFLY_UC","Carmel Bay SMCA","SMCA","SMCA","OUTER","2",0,10,0,46,3,0,2,0,27,5,0,0,0,0,0,0,0,0,1,0,4,0,1,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,9,4,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.559412,-121.955191,"PESCADERO_DC","Carmel Bay SMCA","SMCA","ref","INNER","1",0,13,0,52,14,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,97,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.559412,-121.955191,"PESCADERO_DC","Carmel Bay SMCA","SMCA","ref","INNER","2",0,22,0,7,5,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.559412,-121.955191,"PESCADERO_DC","Carmel Bay SMCA","SMCA","ref","MID","1",0,24,0,43,5,0,5,2,37,10,0,1,0,1,0,0,0,0,2,1,4,0,0,0,3,0,1,2,6,0,0,0,0,0,0,0,0,0,9,24,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.559412,-121.955191,"PESCADERO_DC","Carmel Bay SMCA","SMCA","ref","MID","2",0,25,0,7,2,0,2,0,88,12,0,2,0,3,0,0,0,0,2,1,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,6,20,0,0,2,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.559412,-121.955191,"PESCADERO_DC","Carmel Bay SMCA","SMCA","ref","OUTER","1",1,33,0,99,0,0,13,3,108,21,0,0,0,0,0,0,0,0,1,0,6,0,1,0,1,9,1,0,6,0,0,0,0,0,0,0,0,0,21,17,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.559412,-121.955191,"PESCADERO_DC","Carmel Bay SMCA","SMCA","ref","OUTER","2",0,3,0,79,2,0,0,4,134,2,0,0,0,0,0,0,0,0,6,0,2,0,1,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,10,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",0,31,0,155,2,22,1,0,126,25,0,1,0,1,0,0,0,0,4,0,1,0,0,0,4,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","INNER","2",1,47,0,29,5,15,0,0,88,44,0,1,0,1,0,0,0,0,4,0,7,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","MID","1",0,47,0,91,1,15,0,0,125,71,1,1,0,2,0,0,0,0,2,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","MID","2",0,28,0,72,0,6,0,0,116,80,4,0,0,0,0,0,0,0,1,0,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","OUTER","1",0,15,0,54,4,11,0,1,39,61,1,1,0,0,0,0,0,0,1,0,2,2,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.559729,-121.944014,"STILLWATER_DC","Carmel Bay SMCA","SMCA","SMCA","OUTER","2",0,18,0,25,0,28,0,0,52,29,2,4,0,0,0,0,0,0,2,0,2,0,127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","INNER","1",0,18,0,74,3,9,0,0,81,30,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","INNER","2",0,0,0,0,0,1,3,0,11,1,0,2,0,0,0,0,0,0,1,0,3,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","MID","1",0,114,0,0,1,27,0,1,100,28,0,1,0,0,0,0,0,0,3,0,0,0,6,0,1,2,2,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","MID","2",0,74,0,6,2,37,4,0,109,25,0,3,0,0,0,0,0,0,1,0,2,0,2,0,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","OUTER","1",0,8,0,19,1,6,0,0,79,39,5,7,0,2,0,0,0,0,1,0,5,0,87,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,"before","CENTRAL",36.560116,-121.94732,"STILLWATER_UC","Carmel Bay SMCA","SMCA","SMCA","OUTER","2",1,6,0,13,0,38,0,0,56,37,15,1,0,2,0,0,0,0,0,0,0,0,46,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5
2011,"before","CENTRAL",36.561121,-121.959761,"PESCADERO_UC","Carmel Bay SMCA","SMCA","ref","INNER","1",0,0,0,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26,0,0,13,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.561121,-121.959761,"PESCADERO_UC","Carmel Bay SMCA","SMCA","ref","INNER","2",0,0,0,35,4,6,0,0,8,0,0,0,5,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.561121,-121.959761,"PESCADERO_UC","Carmel Bay SMCA","SMCA","ref","MID","1",0,10,0,41,5,0,5,2,129,17,0,2,0,2,0,0,0,0,2,0,5,2,1,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,2,45,1,0,1,0,0,7,1,0,5,0,0,0,0,0,0,0,0,0,5
2011,"before","CENTRAL",36.561121,-121.959761,"PESCADERO_UC","Carmel Bay SMCA","SMCA","ref","MID","2",0,14,0,153,5,1,3,0,117,9,0,1,0,2,0,0,0,0,3,0,1,1,0,0,5,1,1,0,4,0,0,0,0,0,0,0,0,0,0,70,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6
2011,"before","CENTRAL",36.561121,-121.959761,"PESCADERO_UC","Carmel Bay SMCA","SMCA","ref","OUTER","1",0,107,0,28,2,3,1,0,169,8,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.561121,-121.959761,"PESCADERO_UC","Carmel Bay SMCA","SMCA","ref","OUTER","2",0,144,0,289,0,11,0,0,60,65,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.566418,-121.970688,"LONE_TREE","Carmel Bay SMCA","SMCA","ref","INNER","1",0,5,0,34,5,36,1,0,19,1,0,0,0,0,0,0,0,0,3,0,2,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,58,32,0,0,0,0,0,0,0,0,0,0,0,4
2011,"before","CENTRAL",36.566418,-121.970688,"LONE_TREE","Carmel Bay SMCA","SMCA","ref","INNER","2",0,17,0,30,1,20,6,0,33,1,0,0,0,0,0,0,0,0,2,0,0,9,3,0,7,0,2,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,31,16,0,2,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.566418,-121.970688,"LONE_TREE","Carmel Bay SMCA","SMCA","ref","MID","1",0,44,0,57,4,0,10,4,115,29,0,0,0,1,0,0,0,0,5,0,9,0,3,0,4,6,0,0,8,0,0,0,0,0,0,0,1,0,8,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,"before","CENTRAL",36.566418,-121.970688,"LONE_TREE","Carmel Bay SMCA","SMCA","ref","MID","2",0,15,0,58,2,0,9,2,53,29,0,0,0,0,0,0,0,0,5,0,2,0,8,0,2,2,0,0,6,0,0,0,0,0,0,0,4,0,2,9,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,"before","CENTRAL",36.566418,-121.970688,"LONE_TREE","Carmel Bay SMCA","SMCA","ref","OUTER","1",0,141,0,68,2,0,2,7,25,13,1,1,0,0,0,0,0,0,4,0,3,0,5,0,0,2,1,6,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,5,0,1,0,70,0,0,1,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.566418,-121.970688,"LONE_TREE","Carmel Bay SMCA","SMCA","ref","OUTER","2",0,83,0,46,9,0,3,2,24,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1,50,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,229,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.612639,-121.894574,"CANNERY_UC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",0,0,0,203,1,34,12,0,68,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,14,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.612639,-121.894574,"CANNERY_UC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",0,0,0,108,3,21,1,0,56,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,22,1,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.612639,-121.894574,"CANNERY_UC","Lovers Point - Julia Platt SMR","SMR","ref","MID","1",0,0,0,61,8,8,0,0,45,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.612639,-121.894574,"CANNERY_UC","Lovers Point - Julia Platt SMR","SMR","ref","MID","2",0,0,0,34,5,4,1,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.612639,-121.894574,"CANNERY_UC","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",0,0,0,163,9,1,0,0,106,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.612639,-121.894574,"CANNERY_UC","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",0,0,0,30,22,0,0,5,135,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,11,0,1,0,0,0,0,1,0,0,0,0,9,0,3,0,0,0,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.614953,-121.896037,"CANNERY_DC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",0,0,0,187,29,5,0,2,96,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.614953,-121.896037,"CANNERY_DC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",0,0,0,76,11,7,2,0,109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,13,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.614953,-121.896037,"CANNERY_DC","Lovers Point - Julia Platt SMR","SMR","ref","MID","1",0,0,0,217,17,0,1,1,148,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,9,0,0,0,1,0,0,0,0,0,3,0,0,1,10,0,13,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.614953,-121.896037,"CANNERY_DC","Lovers Point - Julia Platt SMR","SMR","ref","MID","2",0,0,0,82,20,0,1,1,160,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.614953,-121.896037,"CANNERY_DC","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",0,0,0,192,7,1,0,0,116,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,5,0,0,0,0,0,0,0,11,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.614953,-121.896037,"CANNERY_DC","Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",0,0,0,53,13,0,0,0,210,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,1,0,2,0,11,3,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.617148,-121.895695,"MACABEE_UC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",0,0,0,232,5,34,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2011,"before","CENTRAL",36.617148,-121.895695,"MACABEE_UC","Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",0,0,0,72,2,13,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
